id,character,actions,title,link,characters,text,char_length,word_length
110,lion,0,the bat and the songbird,http://mythfolklore.net/aesopica/oxford/288.htm,"['bat', 'songbird']","A songbird was hanging in a cage in a window. A bat flew up and asked the songbird why she sang at night but was silent during the day. The songbird said that she had her reasons: it was while she had been singing once during the day that she had been captured. This had taught her a lesson, and she had vowed that she would sing only at night. The bat remarked, 'But there is no need for that now, when it won't do you any good: you should have been on your guard before you were captured!' The story shows that it is useless to repent after disaster has struck.",563.0,125.0
110,unicorn,0,the drowning boy,http://mythfolklore.net/aesopica/oxford/289.htm,"['drowning', 'boy']","A boy had gone down to the river to bathe but because he didn't know how to swim, he was in danger of drowning. The boy then saw a man walking by and called to him for help. As the man was pulling the boy out of the water, he said, 'If you don't know how to swim, why on earth did you dare to try these swollen river waters?' The drowning boy replied, 'Right now I just need your help; you can lecture me about it afterwards!' The fable shows that people who lecture someone during a moment of crisis are offering criticism that is inappropriate and out of place.",563.0,126.0
111,eagle,0,the fisherman and his pipe,http://mythfolklore.net/aesopica/oxford/290.htm,"['fisherman', 'pipe']","There was once a fisherman who saw some fish in the sea and played on his pipe, expecting them to come out onto the land. When his hopes proved false, he took a net and used it instead, and in this way he was able to haul in a huge catch of fish. As the fish were all leaping about, the fisherman remarked, 'I say, enough of your dancing, since you refused to dance when I played my pipe for you before!' ",405.0,94.0
111,crow,0,the farmers boy and the snails,http://mythfolklore.net/aesopica/oxford/291.htm,"['farmers', 'boy', 'snails']","A farmer's boy was roasting snails. When he heard them sizzling in the fire, he said, 'You wretched creatures! Your homes are on fire and all you can do is sing!' This story shows that anything which is done at the wrong time is liable to be ridiculed.",252.0,56.0
112,eagle,0,the farmer and his dogs,http://mythfolklore.net/aesopica/oxford/292.htm,"['farmer', 'dogs']","There was a farmer who was trapped on his country estate by a winter storm. He didn't have any food, so first he ate his sheep, then his goats. When the storm got worse, he even slaughtered the oxen who pulled his plow. When the dogs saw what was happening, they said to one another, 'Let's get out of here now! Since we can see that the master didn't even spare the oxen who labour on his behalf, how can we expect to be spared?' The story shows that you should especially avoid someone who does not even spare his own people.",527.0,118.0
112,crow,0,the crested lark and the farmer,http://mythfolklore.net/aesopica/oxford/293.htm,"['crested', 'lark', 'farmer']","There is a little bird who is called the crested lark. She lives in the wheat fields and makes her nest there precisely at the time of year that will allow her chicks to just be getting their feathers when the harvest is gathered. One time, the lark happened to have made her nest in some crops that had ripened earlier than usual and as a result her chicks were still not able to fly when the wheat had already turned to yellow. So when the mother bird went to gather food for her chicks, she warned them that if anything unexpected should happen or if the chicks should chance to hear anything, they should pay close attention and tell her everything as soon as she returned. Meanwhile, the farmer whose field it was called his young son and said, 'Do you see how the crops have ripened and now require our labour? As soon as it is light tomorrow, go to our friends and ask them to come lend a hand to help harvest our crop.' Having said this to his son, the farmer then went away. When the lark came back home, the terrified chicks all began chirping in fright and begged their mother to hurry up and take them right away to some other nesting place, since the farmer had sent someone to ask his friends to come at dawn and reap the harvest. The mother ordered them to stay calm. 'If the farmer is expecting his friends to help with the harvest,' she said, 'there will be no harvesting of the crops tomorrow, and there is no need for me to carry you away today.' The next day the mother flew away again to look for food. The farmer, meanwhile, was waiting for the friends that he had summoned. The sun was blazing high in the sky but nothing was happening; the day dragged on, but none of the farmer's friends appeared. The farmer again spoke to his son and said, 'Our friends are all so lazy! Why don't we go ask our relatives to come right away and help with the harvesting tomorrow?' As on the day before, the chicks were stricken with terror and told their mother what had happened. The mother urged them once again to not be afraid or worry: relatives never obey such requests for help right away, since they are hardly willing to get to work so quickly. 'But pay attention,' she said, 'in case you hear something different tomorrow.' The next day at dawn the mother bird went off in search of food, while the farmer's relatives failed to supply the help that had been requested of them. So the farmer finally said to his son, 'Enough of these friends and relatives! At first light tomorrow I want you to bring two sickles, one for me and one for you: we will reap the wheat tomorrow by ourselves, using our own hands.' When the mother learned from her chicks what the farmer had said, she concluded, 'Now it is time for us to surrender our home and move away: without a doubt, it will happen just as the farmer said. It's up to him now that he's not expecting anybody else to help.' So the lark abandoned her nest and the farmer harvested his crops. This is an Aesop's fable about how one's relatives and friends are generally unreliable and not to be trusted. In effect, this is basically what the more respectable books of philosophy advise us to do: we should rely only on ourselves, regarding everything which does not involve us or our livelihood as something that is none of our business and not to our benefit. Ennius included this Aesop's fable in his Satires, narrating these events in witty and elegant verse. I will quote the final lines, which I think are worth learning by heart and keeping in mind: 'Now keep this saying always at the forefront of your thoughts, and don't wait for your friends to do something that you are perfectly able to do for yourself.'",3682.0,767.0
113,fox,0,the farmer and the cranes,http://mythfolklore.net/aesopica/oxford/294.htm,"['farmer', 'cranes']","There were some cranes who came to nibble at a field which a farmer had recently sown with wheat. For a while the farmer was able to chase the cranes away by waving an empty sling to frighten them. Eventually the cranes realized that the swinging of the sling in the air did them no harm, so they ignored the farmer whenever he tried to chase them away. Finally the farmer abandoned his initial strategy and began throwing rocks at the cranes, crippling a good many of them. As the cranes abandoned the field they cried to one another, 'Let's run away to the land of the Pygmies! This man is no longer just trying to frighten us: he has actually started to do something about it!' ",681.0,139.0
113,goat,0,the farmer and the birds,http://mythfolklore.net/aesopica/oxford/295.htm,"['farmer', 'birds']","At the setting of the Pleiades, when it is time to sow the crops, there was a certain farmer who had cast his wheat seed into the fresh earth. He had to keep an eye on the field because an immense flock of squawking jackdaws had arrived, and starlings too, that plague of seed sown in the fields. Behind the farmer walked a boy, carrying an empty sling. The starlings instinctively listened to hear when the farmer asked for the sling and they flew away before he could hit them. The farmer then decided to take another approach. He called the boy and told him what they were going to do. 'My boy,' said the farmer, 'we must use a trick to defeat this clever tribe of birds. So whenever they show up, I will ask you for bread, but instead of bread you will give me the sling.' The starlings came back and began pecking at the field. The farmer asked for bread, according to the plan, and the starlings did not run away. The boy then filled the sling with stones and gave it to the farmer. The old man began to stone the birds, hitting one bird in the head, another in the leg, and another in the shoulder, so that the birds all flew away from the field. They happened to meet up with some cranes who asked them what had happened. One of the jackdaws replied, 'Stay away from this wicked species of humans: they have learned to say one thing while doing another.' ",1363.0,293.0
113,well,0,the crane and the crow,http://mythfolklore.net/aesopica/oxford/296.htm,"['crane', 'crow']","A crane and a crow had made a mutual pledge of assistance, agreeing that the crane was to defend the crow from other birds, while the crow would use her powers of prophecy to warn the crane about future events. These two birds often went to the field of a certain man and ate the crops that he had sowed there, tearing them up by the roots. When the farmer saw what was happening to his field, he was upset, and said to his boy, 'Give me a stone.' The crow alerted the crane, and they prudently made their escape. On another occasion, the crow again heard the farmer asking for a stone and warned the crane so that the crane would not get hurt. After some thought, the man understood that the crow was able to predict what was happening. He said to the boy, 'When I say, ""give me some bread,"" I want you to give me a stone.' The farmer then went to the field and told the boy to give him some bread, so the boy gave him a stone. The farmer threw the stone at the crane and broke both his legs. The injured crane said to the crow, 'What has become of your god-given prophecies? Why didn't you warn me that this was going to happen?' The crow then said to the crane, 'In this case it is not my understanding that is at fault. The counsels of wicked people are always deceptive, since they say one thing and do another!' For someone who seduces innocent people with his promises but later causes them nothing but trouble.",1418.0,310.0
114,donkey,0,"the birds, the bird catcher and his tears",http://mythfolklore.net/aesopica/oxford/297.htm,"['birds', 'bird', 'catcher', 'tears']","Our author warns us with the following fable that we should never fail to heed a wise man's advice. It was springtime and various species of birds were sitting happily in their nests, hidden among the branches. They happened to notice a bird catcher who was assembling his reeds, coating the long rod with birdlime. When they saw that the man had tears in his eyes, those ignorant and foolish birds began to say to one another, 'We can see that this man must be extremely kind, since his great sensitivity makes him burst into tears whenever he looks at us.' One of the birds who was wiser than the rest, being experienced in all the bird catcher's tricks, is supposed to have said, 'Oh no! Run away, you foolish and innocent birds! Save yourselves from this trap! I beg you to fly as fast as you can up high in the sky, making good use of your wings. If you want to know the truth, look carefully at what he is doing: you will see that he is planning to catch some of us in his snare, and once we are caught he will kill us or strangle us and carry us off in that basket.' This fable informs us that one person's advice can easily save many others from danger.",1161.0,250.0
114,horse,0,the mice and the weasel,http://mythfolklore.net/aesopica/oxford/298.htm,"['mice', 'weasel']","You might think I am only joking, and it's true that I amuse myself with a light-hearted stroke of the pen, not having anything of real importance on my agenda. Yet you should pay careful attention to these little tales: useful things can come in quite small packages! Appearances can be deceiving: people are often fooled by first impressions, and it takes an exceptional mind to detect something hidden in an unexpected nook or cranny. Still, I've gone on too long without offering any reward to the reader, so I will thrown in a fable for good measure: the story of the weasel and the mice. A weasel, enfeebled by old age and senility, was no longer able to pursue the swift-footed mice, so she decided to coat herself with flour and lie down nonchalantly in a dark corner of the house. One of the mice thought that she must be something good to eat, but as soon as he pounced, the weasel caught him and consigned him to oblivion; another mouse did the same, and a third mouse likewise met his doom. A few mice later, another mouse arrived: his skin was wrinkled with extreme old age and he had escaped many a time from snares and traps. Already at a distance he recognized the ambush prepared by their cunning enemy. 'You there, lying in the corner,' said the mouse, 'I wish you well if -- and only if -- you really are made of flour!' ",1340.0,281.0
114,barley,0,the chickens and the cat,http://mythfolklore.net/aesopica/oxford/299.htm,"['chickens', 'cat']","A cat laid a trap for the chickens by hanging himself from a peg as if he were a sack. When the quick-witted rooster with his hooked spurs noticed the cat, he made this sharp remark: 'I've seen many sacks in my life, so I know what they look like -- and not one of them ever had the teeth of a living cat!' ",307.0,72.0
115,dung,0,the birds and the cuckoo,http://mythfolklore.net/aesopica/oxford/300.htm,"['birds', 'cuckoo']","Aesop says that when the cuckoo asked the little birds why they ran away from him, they said it was because he would someday turn into a hawk. ",143.0,30.0
115,beetles,0,"the she-goat, the kid and the wolf",http://mythfolklore.net/aesopica/oxford/301.htm,"['she-goat', 'kid', 'wolf']","A goat had given birth to a young kid. In order to protect her unsuspecting offspring, the mother warned the kid not to open the door, as she knew that there were many wild beasts prowling about the sheepfold. Having issued her warning, the mother goat then went away. Next, the wolf arrived at the door, imitating the mother goat's voice. When he heard the voice, the kid replied, 'I hear my mother's voice, but I know you are a liar and no friend of mine! By disguising yourself with my mother's voice, you think will be able to drink my blood and eat my flesh.' It is a good idea to follow the orders given to you by your parents.",633.0,142.0
116,mother,0,the boy and the scorpion,http://mythfolklore.net/aesopica/oxford/302.htm,"['boy', 'scorpion']","A young boy had gone far off into the desert where he was catching crickets to put them in cages. When he noticed a scorpion in their midst, he mistook it for another cricket. The boy reached down to pick the scorpion up off the ground, whereupon the scorpion pointed his sting at the boy, ready to stab him, and said, 'If you had gone so far as to touch me, I would have set both you and your crickets free!' This fable shows that you should not treat bad people the same way that you treat good people; rather, you should deal with each of them in the way that suits their character.",585.0,127.0
116,dog,0,the goose and the swan,http://mythfolklore.net/aesopica/oxford/303.htm,"['goose', 'swan']","A story about a goose and a swan, exhorting young people to study. A wealthy man wanted to raise a goose and a swan together but for different purposes: the swan was for singing and the goose was for eating. The time came for the goose to meet his appointed fate and have his throat cut. Yet the darkness of nighttime prevented the man from knowing which bird was which. As a result, he grabbed the swan instead of the goose. The swan then declared his true nature by bursting into a swan-song, and thus narrowly escaped from death. The fable shows that music is so powerful that it can even avert death.",604.0,124.0
116,puppies,0,the weasel and the file,http://mythfolklore.net/aesopica/oxford/304.htm,"['weasel', 'file']","A weasel went into a blacksmith's shop and there she came across an iron file. She began to lick the file with delight, scraping her tongue in a mad effort to overpower the instrument of iron. The weasel's tongue started to bleed, making her even happier; the taste of blood made her think she was actually devouring the file. So the weasel kept on licking until her tongue was completely gone. This story shows that people who think there is a profit in some useless activity will get so carried away by what they are doing that they destroy themselves.",554.0,110.0
117,wolf,0,the viper and the file,http://mythfolklore.net/aesopica/oxford/305.htm,"['viper', 'file']","If you have ever tried to take a bite out of someone whose fangs are even sharper than yours, you will recognize yourself in this story. A viper entered a blacksmith's workshop and bit the file, testing it to see if this was something she could eat. The file protested fiercely, 'You fool! Why are you trying to wound me with your teeth, when I am able to gnaw through every sort of iron?' ",390.0,84.0
117,sleeping,0,the fox and the bramble,http://mythfolklore.net/aesopica/oxford/306.htm,"['fox', 'bramble']"," A fox climbing up over a fence was about to slip and fall, so she reached out and grabbed hold of a bramble bush but the brambles scratched the soft padding of the fox's paws. Stung by the sharp pain, the fox asked the bramble bush why she had acted so cruelly, when the fox had simply grabbed onto her for help. The bramble replied, 'My dear, you must be out of your mind to grab hold of someone like me, since I am the one who always grabs everyone else!' The same is true about people: it is foolish to expect help from someone who is naturally unkind.",556.0,122.0
117,dog,0,the man and the new donkey,http://mythfolklore.net/aesopica/oxford/307.htm,"['man', 'new', 'donkey']","There was a man who wanted to buy a donkey. He selected one donkey for further examination and led him to where his own donkeys were, leaving him by the feeding trough. The new donkey went and stood next to the donkey who was the laziest and greediest of them all, ignoring all the others. As the new donkey showed no signs of any better behaviour, the man led him away again, returning him to his former master. When asked whether he had given the donkey a fair chance, the man explained, 'I don't even need to put him to the test: I know what kind of donkey he is because of the company he keeps.' The story shows that a person is considered similar to the people whose companionship he enjoys.",696.0,148.0
118,cat,0,the fox and the frog,http://mythfolklore.net/aesopica/oxford/308.htm,"['fox', 'frog']","A story about a frog, urging us not to trust someone's promises before they are fulfilled. There was a frog who claimed to be trained in the physician's art, acquainted with all the medicinal plants of the earth, the only creature who could cure the animals' ailments. The fox listened to the frog's announcement and exposed his lies by the colour of his skin. 'How can it be,' said the fox, 'that you are able to cure others of their illnesses, but the signs of sickness can still be seen in your own face?' Boastful claims end up exposing themselves.",552.0,117.0
118,mouse,0,the wolf and the donkey,http://mythfolklore.net/aesopica/oxford/309.htm,"['wolf', 'donkey']","The word of a wicked man can never be trusted. Listen to this fable, for example. The wolf paid a visit to the ailing donkey. He began to touch the donkey's body and to ask him in what part of his body he felt the greatest pain. The donkey answered, 'Wherever you touch me!' The same is true of wicked people: even if they pretend to be helpful and speak nicely, they are actually in a hurry to harm you.",404.0,92.0
118,oath,0,the cat and the hen,http://mythfolklore.net/aesopica/oxford/310.htm,"['cat', 'hen']"," There was a hen who was not feeling well. The cat bent over her and said, 'How are you? Is there anything you need? I will bring you whatever you want; please just take care of yourself.' 'I'll live,' said the hen, 'if you will just go away!' ",244.0,62.0
119,abbot,0,the sow and the wolf,http://mythfolklore.net/aesopica/oxford/311.htm,"['sow', 'wolf']","A pregnant sow lay on the ground, groaning with the pangs of labour. A wolf came running up and offered his assistance, saying that he could play the role of midwife. The sow, however, recognized the deception lurking in the wicked wolf's conniving mind and she rejected his suspicious offer. 'It is enough for me,' said the sow, 'if you will just keep your distance!' If that sow had entrusted herself to the treacherous wolf, she would have wept with the pain of childbirth while bewailing her own demise. ",508.0,104.0
119,flea,0,the wolf and the lame donkey,http://mythfolklore.net/aesopica/oxford/312.htm,"['wolf', 'lame', 'donkey']","A donkey had gone lame after stepping on a sharp thorn. Then he noticed a wolf nearby. Plainly afraid that the wolf might kill him, the donkey said, 'O wolf, I am dying; I'm about to draw my last breath. But I am glad to have run into you; I would prefer to have you feast on my flesh rather than a vulture or a raven. So please do me a little favour, a trifle really, and remove this prickly thorn from my hoof so that my spirit can go down to Hades free from pain.' The wolf said, 'That is a favour I can't begrudge you.' So he pulled out the burning thorn with the sharp edge of his teeth. Freed from all his pain and suffering, the donkey ran away, kicking with his heels at the tawny wolf who stood with his mouth hanging open. As the donkey's hooves crushed the wolf's head and nose and jaws, the wolf exclaimed, 'Alas, it serves me right! Why did I take up the doctor's trade, healing the lame at a moment like this, when the only profession I ever learned was how to be a butcher!' ",990.0,230.0
120,man,0,the lion and the horse,http://mythfolklore.net/aesopica/oxford/313.htm,"['lion', 'horse']","Those who are ignorant of their craft will give themselves away, as the following fable shows. A mighty lion saw a horse grazing in a field. In order to sneakily deceive the horse, the lion approached him in a friendly fashion and said he was a doctor. The horse suspected a trick, but he did not reject the lion's claims. When the lion drew closer, the horse quickly thought up an escape. He pretended that he had a splinter in his hoof, so he lifted up his foot and said, 'Help me, brother; I am so glad you are here! Save me from the splinter that I have stepped on.' The lion approached with feigned deference, concealing his true intentions, whereupon the horse suddenly kicked the lion in the face. Down fell the deadly foe! The lion lay there on the ground for quite a while and when he came to, he saw that the horse was gone and he realized that his head and face and whole body had been wounded. 'It serves me right for approaching the horse in a gentle and friendly way,' said the lion. 'I came to him in the guise of a doctor but I should have approached him like an enemy, as I always did before!' Let the audience pay close attention: be yourself and don't pretend to be someone you're not.",1204.0,263.0
120,flea,0,the astronomer and the thracian woman,http://mythfolklore.net/aesopica/oxford/314.htm,"['astronomer', 'thracian', 'woman']","When Thales the astronomer was gazing up at the sky, he fell into a pit. A Thracian slave woman, who was both wise and witty, is said to have made fun of him for being eager to know what was happening over his head while failing to notice what was right there at his feet. ",273.0,60.0
121,soldier,0,the witch on trial,http://mythfolklore.net/aesopica/oxford/315.htm,"['witch', 'trial']","There was a witch who claimed to be able to perform magic ceremonies to avert divine wrath. She was often employed for such purposes and earned a considerable profit in this line of work. Certain people then accused her of sacrilege. The woman was arrested and condemned to death. As they were leading her away, someone saw her and said, 'You claimed to be able to turn aside the anger of the gods, so why weren't you able to ward off the plans of mere mortals?' The fable shows that people often make extravagant promises which they are completely unable to carry out.",569.0,114.0
121,trumpet,0,the soothsayer and the theft,http://mythfolklore.net/aesopica/oxford/316.htm,"['soothsayer', 'theft']","There was a soothsayer who used to sit in the marketplace and predict the future. Someone suddenly appeared and told the soothsayer that the doors of his house had been forced open and that everything inside had been stolen. The soothsayer groaned and sprang to his feet, rushing off to his house. Someone saw him running and said, 'Hey you! You claim to be able to tell what is going to happen to other people in advance, so why were you not able to predict your own future?' This is a fable for people who do a poor job of managing their own lives but who nevertheless make pronouncements about things that are none of their business.",636.0,127.0
122,rooster,0,aesop and the soothsayers,http://mythfolklore.net/aesopica/oxford/317.htm,"['aesop', 'soothsayers']","People consider someone with real life experience to be more reliable than a soothsayer, but they cannot say why: my little fable will be the first to provide an explanation. There was a farmer who had a flock of sheep, and those sheep gave birth to lambs with human heads. Alarmed by this omen the farmer hurried off, deeply upset, to consult the soothsayers. One soothsayer told him that the birth of lambs with human heads indicated a matter of life and death for him as the 'head' of the household, and a sacrifice would be required to ward off the danger. Another soothsayer insisted that this was instead a sign that the man's wife had been unfaithful to him, and that she had passed off other men's sons as his own; this evil omen could only be averted by an even greater sacrifice. To make a long story short, the soothsayers argued about their interpretations with one another, heightening the man's anxiety with more and more causes for alarm. Aesop also happened to be there, that old man who was nobody's fool: there was no way that nature could play tricks on him! 'If you want to expiate this omen,' said Aesop, 'I suggest you supply your shepherds with wives!' ",1176.0,242.0
122,thieves,0,the merchant and the ravens,http://mythfolklore.net/aesopica/oxford/318.htm,"['merchant', 'ravens']","Some merchants were making a journey when they happened to meet a raven who was blind in one eye. The travellers halted and one of them said that the sign given to them by the raven meant that they should turn back home. Another member of the company protested, 'But how can such a bird predict what is going to happen to us, when he couldn't even predict the loss of his own eye in time to take preventive measures?' The same is true of people: someone who cannot manage his own affairs is not qualified to give advice to his neighbours.",538.0,112.0
123,bird,0,the travellers and the crow,http://mythfolklore.net/aesopica/oxford/319.htm,"['travellers', 'crow']","The crow was jealous of the raven's power to reveal signs to mankind by means of omens, since the raven was always being consulted to find out what was going to happen. When the crow saw some travellers passing by, she flew up into a tree and perched there, squawking loudly. The men turned towards the sound in alarm, but then one of them said, 'Hey, let's go! It's just a crow, whose squawking doesn't mean a thing.' The story shows that people do the same thing: when someone tries to imitate his superiors, he will both fail in his attempt and become the butt of jokes.",573.0,126.0
123,catcher,0,the crow and athena,http://mythfolklore.net/aesopica/oxford/320.htm,"['crow', 'athena']","The crow was making a sacrifice to Athena and invited a dog to the feast. The dog said to her, 'Why do you foolishly squander these sacrifices? The goddess clearly hates you so much that she has taken away all credibility from your omens.' The crow answered, 'That is all the more reason for me to sacrifice to her: I hope she will change her attitude towards me!' The fable shows that people are often eager to treat their enemies well in the hopes of gaining something by it.",477.0,99.0
123,partridge,0,the wolf in sheep’s clothing,http://mythfolklore.net/aesopica/oxford/321.htm,"['wolf', 'sheep', 'clothing']","You can get into trouble by wearing a disguise. A wolf once decided to change his nature by changing his appearance, and thus get plenty to eat. He put on a sheepskin and accompanied the flock to the pasture. The shepherd was fooled by the disguise. When night fell, the shepherd shut up the wolf in the fold with the rest of the sheep and as the fence was placed across the entrance, the sheepfold was securely closed off. But when the shepherd wanted a sheep for his supper, he took his knife and killed... the wolf. Someone who wears a disguise often loses his life and finds that his performance occasions a major catastrophe.",630.0,127.0
123,rooster,0,"the fox, the donkey and the lion skin",http://mythfolklore.net/aesopica/oxford/322.htm,"['fox', 'donkey', 'lion', 'skin']","A donkey put on the skin of a lion and went around frightening all the animals. The donkey saw a fox and tried to frighten her too, but she had heard his voice first, so she said to the donkey, 'You can be sure that I too would have been afraid, if I had not already heard the sound of your bray.' Likewise, there are certain ignorant people whose outward affectations give them an air of importance, but their true identity comes out as soon as they open their big mouths.",473.0,101.0
124,farmer,0,"the farmers, the donkey and the lion skin",http://mythfolklore.net/aesopica/oxford/323.htm,"['farmers', 'donkey', 'lion', 'skin']","A story about a donkey, urging us not to yearn for more than we deserve. A donkey wanted to appear to be a lion. Since he could not change his nature, he tried to realize his dreams by a change of costume, and like a lion he wreaked havoc on the fruits of the farmers' labour. But when a gust of wind blew up, it stripped the lion bare of his disguise. As soon as the farmers whose crops he had eaten saw that he was just a donkey, they came and clubbed him to death. Adornments that do not belong to you can be dangerous.",522.0,118.0
124,wasps,0,the monkey and the dolphin,http://mythfolklore.net/aesopica/oxford/324.htm,"['monkey', 'dolphin']","It is common to take Maltese dogs and pet monkeys on long sea voyages in order to relieve the boredom of the passage. A man who was planning to make such a voyage had brought his monkey along with him but when the ship had reached Cape Sounion (which is a sea promontory near Athens), they were met by a fierce winter storm. The ship was capsized and everyone was thrown into the water. The monkey also started swimming and was spotted by a dolphin, who thought the monkey was a man. The dolphin swam up under the monkey and carried him through the water. When they were approaching Piraeus, the Athenian harbor, the dolphin asked the monkey if he was originally from Athens. The monkey said that he was, and that he happened to be from an illustrious family. The dolphin then asked if he knew Piraeus. The monkey thought that Piraeus must be a person's name, so he said that, yes, Piraeus was a near and dear friend of his. The dolphin was infuriated by the monkey's lying words, so he plunged the creature into the water and killed him. This fable is suitable for a man who tells lies.",1087.0,226.0
124,partridges,0,the jackdaw and the doves,http://mythfolklore.net/aesopica/oxford/325.htm,"['jackdaw', 'doves']","A jackdaw saw that the doves in a dovecote were very well fed, so he dyed himself white and went to join them, expecting to share in their food. So long as the jackdaw kept quiet, the doves thought he was another dove and accepted him, but when he forgot to keep quiet and let out a squawk, the pigeons then recognized who he was and they pecked at him until he went away. Unable to feed with the doves, he then went back again to the jackdaws. But because they did not recognize his colour, they kept him away from their food and the jackdaw ended up with nothing to eat at all. The story shows that we too must be contented with our lot in life, since being greedy for more is pointless and can even deprive us of the things that are ours.",741.0,159.0
125,ant,0,the jackdaw and the peacocks,http://mythfolklore.net/aesopica/oxford/326.htm,"['jackdaw', 'peacocks']","Aesop offers us this instructive story so that we will refrain from strutting about in other people's stuff, and instead live our lives in the clothes that suit us. A jackdaw, puffed up with foolish pride, found some peacock feathers that had fallen on the ground. He picked up the feathers and, putting them on, he tried to join the lovely peacock flock, scorning his fellow jackdaws. The peacocks, however, tore the feathers off that presumptuous bird and pecked at him until he went away. After having been badly mauled by the peacocks, the jackdaw then sadly returned to his own folk, but he was cast out once again and suffered the pain of public humiliation. One of the jackdaws whom he had originally scorned said to him, 'If you had been content to dwell among us, satisfied with what Nature had bestowed on you, then you would not have been humiliated by the peacocks, nor would your disgrace have met with our rebuff.' ",929.0,186.0
125,dung,0,the jackdaw and the ravens,http://mythfolklore.net/aesopica/oxford/327.htm,"['jackdaw', 'ravens']","There was a jackdaw who was bigger than the other jackdaws. Scorning his fellows, he joined the company of the ravens, having decided to spend his life as a member of their flock. The ravens, however, did not recognize the voice of this bird or his appearance, so they attacked him and drove him away. Rejected by the ravens, he went back again to the jackdaws. But the jackdaws were angry about his presumptuous behaviour and refused to accept him. The final result was that the jackdaw had nowhere to go. This is also true of someone who leaves his homeland, preferring to live elsewhere: he is treated with contempt abroad and is rejected by his own people for his presumptuous behaviour.",691.0,137.0
125,beetle,0,"the crow, the eagle and the feathers",http://mythfolklore.net/aesopica/oxford/328.htm,"['crow', 'eagle', 'feathers']","A fable against people who boast that they have something they do not. There was a crow who saw that she was ugly and black, so she complained to the eagle. The eagle told her to borrow some feathers from her fellow birds. The crow did as the eagle suggested, taking feathers from the tail of the peacock, from the wings of the dove, and so on and so forth, appropriating the other birds' feathers. When the crow decided that she was sufficiently well-dressed, she began to laugh at the other birds and yell at them. The other birds then went and complained to the eagle about the boastful crow. The eagle replied, 'Let every bird take back her feathers, and thus humiliate the crow.' This is what they did, and so the crow was left ugly and naked. ",749.0,158.0
126,ant,0,the beauty contest of the birds,http://mythfolklore.net/aesopica/oxford/329.htm,"['beauty', 'contest', 'birds']","A story about a jackdaw, urging us to hate arrogance. A beauty contest was held and all the birds went to be judged by Zeus. Hermes fixed the appointed day and the birds flocked to the rivers and ponds where they shed their shabby feathers and preened their finer ones. The jackdaw, however, had no natural advantages to commend his appearance, so he decorated himself with the feathers that had been cast aside by the other birds. The owl alone recognized her own feathers and took them away from the jackdaw, and she incited the other birds to do the same. When the jackdaw had been stripped bare by everyone, he went before the judgment of Zeus naked. Adornments that do not belong to you can lead to humiliation.",716.0,142.0
126,cricket,0,"the fox, the wolf and the lions",http://mythfolklore.net/aesopica/oxford/330.htm,"['fox', 'wolf', 'lions']","There was a wolf who had grown so much stouter than his fellow wolves that they started calling him 'Lion.' This honour was not enough to satisfy the foolish wolf, so he left the pack and began to consort with the lions instead. A fox made fun of him and said, 'I hope that I never get such an inflated idea of myself as you now have of yourself: you may seem like a lion to the wolves, but when the lions take your measure, you'll go back to being nothing but a wolf!' ",470.0,106.0
127,ants,0,the eagle and the tortoise in the air,http://mythfolklore.net/aesopica/oxford/331.htm,"['eagle', 'tortoise', 'air']","There was once a slow-moving tortoise who said to the shearwaters of the marsh and to the gulls and the wild terns, 'If only I too had been made with wings!' An eagle spoke to her in jest and said, 'O little tortoise, what wages would you give to me, an eagle, if I were to lift you lightly up into the air?' 'I would give to you all the gifts that come from the Eastern Sea,' said the tortoise. 'Well then, I will teach you,' said the eagle. He lifted the tortoise and carried her upside down until they were hidden in the clouds, and then he dropped her onto a mountaintop, completely smashing the shell she wore upon her back. As she breathed her last, the tortoise said, 'It serves me right! What use did I have for clouds or for wings, when I already had trouble moving about on the ground!' ",797.0,181.0
127,pigs,0,the beetle in the air,http://mythfolklore.net/aesopica/oxford/332.htm,"['beetle', 'air']","There was a beetle who came forth fully sated from his dung heap and saw an eagle flying high up in the air, crossing a great stretch of the sky in a brief stretch of time. The beetle then felt contempt for his own way of life and declared to his fellow beetles, 'Look at that eagle, who is so swift on the wing and so strongly built, equipped with such a savage beak and talons! If she wants, she can soar up to the clouds and plunge downwards as fast as she likes. Meanwhile, we beetles suffer from a sorry state of affairs, being not quite bugs and not quite birds. But my voice is no less pleasant than the eagle's cry, and her sheen does not outshine my own. I will not crawl around in the dung any more! From now on I will consort with the birds and fly around with them everywhere, joining their society!' The beetle then rose into the sky, emitting a song that was nothing more than a loathsome sort of buzzing. As he tried to follow the eagle into the upper air, he was unable to endure the strong winds. He fell to the ground, shaken and exhausted, far away from his home. Facing starvation, the sad beetle said, 'I don't care if they call me a bug or a bird, if only I can get back home to my dung heap!' Disaster awaits the arrogant person who puts on airs: he will fail to get promoted and will lose his former position as well.",1341.0,297.0
128,eagle,0,the crab on dry land,http://mythfolklore.net/aesopica/oxford/333.htm,"['crab', 'dry', 'land']","A crab came up from out of the sea and was looking for food on the land. A hungry fox saw the crab, ran up, and grabbed him. As he was about to be eaten, the crab exclaimed, 'It serves me right! I am a creature of the sea but I wanted to live on dry land.' The fable shows that people are bound to fail when they abandon their familiar pursuits and take up a business they know nothing about.",392.0,91.0
